Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,DaysEnrolled,YearsEnrolled,Age,AgeGroup,MntTotal,MntRegProds,NbChildren,ChildrenPresence,AcceptedCmpTotal,AcceptedSomeCmp,NumTotalPurchases,Cluster
2n Cycle,HasPartner,72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,391,1,59,45-64,981,874,0,0,1,1,20,1
Graduation,HasPartner,69016.0,0,1,61,726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,0,0,584,1,44,26-44,1533,1372,1,1,0,0,30,1
2n Cycle,HasPartner,20193.0,0,0,18,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0,0,578,1,23,18-25,82,73,0,0,0,0,6,0
Graduation,HasPartner,27573.0,1,0,45,50,15,110,39,15,15,4,5,1,4,8,0,0,0,0,0,0,0,461,1,39,26-44,244,229,1,1,0,0,10,2
Basic,Single,15862.0,1,0,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0,367,1,35,26-44,36,26,1,1,0,0,4,0
PhD,HasPartner,49544.0,1,0,0,308,0,73,0,0,23,2,5,1,8,7,0,0,0,0,0,0,0,502,1,38,26-44,404,381,1,1,0,0,14,2
Graduation,HasPartner,33228.0,1,0,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,0,157,0,34,26-44,71,66,1,1,0,0,5,0
Graduation,HasPartner,70440.0,0,0,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,0,264,0,36,26-44,1572,1484,0,0,1,1,22,1
Graduation,HasPartner,38232.0,1,1,84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,0,163,0,43,26-44,122,89,2,1,0,0,7,0
PhD,HasPartner,22554.0,1,1,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,0,0,603,1,59,45-64,41,37,2,1,0,0,6,0
PhD,HasPartner,23536.0,1,0,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,25,0,31,26-44,10,9,1,1,0,0,3,0
Graduation,HasPartner,49413.0,0,1,88,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,0,247,0,62,45-64,304,258,1,1,0,0,11,2
Graduation,HasPartner,42231.0,1,1,99,24,0,8,0,1,4,1,1,0,3,5,0,0,0,0,0,0,0,96,0,45,45-64,37,33,2,1,0,0,4,0
Master,Single,78789.0,0,0,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,0,1,690,1,34,26-44,1754,1671,0,0,0,0,15,1
Graduation,HasPartner,56534.0,0,1,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,0,1,341,0,46,45-64,815,769,1,1,2,1,21,2
Graduation,Single,58350.0,0,1,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,0,541,1,43,26-44,1001,921,1,1,0,0,23,2
Graduation,Single,81217.0,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,345,0,25,18-25,1157,1073,0,0,0,0,21,1
Graduation,Single,49090.0,0,1,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,0,345,0,63,45-64,688,588,1,1,0,0,18,2
Master,Single,61787.0,0,0,71,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,0,358,0,27,26-44,1319,1234,0,0,0,0,18,1
PhD,HasPartner,18169.0,1,0,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,495,1,29,26-44,21,14,1,1,0,0,3,0
2n Cycle,Single,24336.0,1,0,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0,671,1,33,26-44,31,19,1,1,0,0,3,0
Graduation,HasPartner,18222.0,0,0,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,0,545,1,24,18-25,67,53,0,0,0,0,5,0
Graduation,Single,62335.0,0,1,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,0,402,1,62,45-64,708,682,1,1,0,0,19,2
2n Cycle,HasPartner,42033.0,1,1,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,0,648,1,43,26-44,25,18,2,1,0,0,3,0
PhD,HasPartner,86580.0,0,0,72,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,0,0,487,1,31,26-44,746,726,0,0,1,1,11,1
PhD,Single,41437.0,1,1,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,645,1,57,45-64,32,31,2,1,0,0,4,0
Master,Single,73705.0,0,2,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,0,116,0,63,45-64,1695,1588,2,1,0,0,23,1
Graduation,HasPartner,61064.0,0,1,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,0,667,1,38,26-44,1080,900,1,1,0,0,23,2
Master,HasPartner,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,91,0,59,45-64,72,70,2,1,0,0,6,0
Graduation,Single,18358.0,1,0,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0,221,0,25,18-25,57,53,1,1,0,0,7,0
PhD,HasPartner,55012.0,0,1,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,100,0,41,26-44,660,647,1,1,0,0,19,2
Basic,HasPartner,9722.0,1,0,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,1,635,1,41,26-44,103,61,1,1,0,0,7,0
PhD,HasPartner,38175.0,1,0,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,279,0,30,26-44,153,150,1,1,0,0,8,0
Master,HasPartner,58656.0,0,1,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,647,1,58,45-64,1220,1208,1,1,1,1,28,2
Graduation,HasPartner,52117.0,0,1,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,682,1,49,45-64,279,259,1,1,0,0,11,2
Graduation,HasPartner,64813.0,1,0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,178,0,36,26-44,745,693,1,1,0,0,19,2
PhD,HasPartner,54222.0,0,1,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0,120,0,41,26-44,264,257,1,1,0,0,11,2
Graduation,HasPartner,83512.0,0,0,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,1,12,0,28,26-44,2157,2056,0,0,4,1,21,1
Master,HasPartner,77520.0,0,1,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,1,305,0,55,45-64,1526,1468,1,1,3,1,22,1
Graduation,HasPartner,41154.0,0,1,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0,446,1,36,26-44,69,62,1,1,0,0,5,0
Graduation,HasPartner,80398.0,0,0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0,596,1,48,45-64,1597,1571,0,0,1,1,25,1
Basic,Single,18746.0,1,0,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,31,0,22,18-25,64,44,1,1,0,0,6,0
Graduation,HasPartner,35196.0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0,593,1,30,26-44,497,310,1,1,0,0,12,2
Graduation,Single,60230.0,0,1,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,405,1,58,45-64,1067,1027,1,1,0,0,15,2
Graduation,HasPartner,22108.0,1,1,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,52,0,37,26-44,31,25,2,1,0,0,5,0
Graduation,HasPartner,44392.0,1,1,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,297,0,40,26-44,211,182,2,1,0,0,9,2
PhD,HasPartner,55424.0,0,1,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1,581,1,38,26-44,877,770,1,1,1,1,21,2
Graduation,HasPartner,17688.0,1,0,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0,532,1,35,26-44,11,9,1,1,0,0,3,0
PhD,HasPartner,92491.0,0,0,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,1,424,1,31,26-44,2034,2012,0,0,3,1,24,1
Graduation,Single,90273.0,0,0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,1,197,0,23,18-25,1991,1880,0,0,3,1,18,1
PhD,Single,82571.0,0,0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,88,0,52,45-64,1686,1607,0,0,1,1,24,1
PhD,Single,38513.0,1,0,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,152,0,32,26-44,324,306,1,1,0,0,12,2
Master,Single,16653.0,1,0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,72,0,35,26-44,69,62,1,1,0,0,6,0
Graduation,HasPartner,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,608,1,59,45-64,252,252,2,1,0,0,11,2
Basic,Single,23529.0,0,1,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,538,1,49,45-64,54,34,1,1,0,0,4,0
Master,HasPartner,74881.0,1,1,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,478,1,53,45-64,964,910,2,1,0,0,23,2
Graduation,HasPartner,71107.0,0,1,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,497,1,63,45-64,1327,1132,1,1,0,0,26,1
PhD,HasPartner,46910.0,1,1,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,98,0,50,45-64,68,62,2,1,0,0,5,0
Graduation,HasPartner,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,548,1,55,45-64,60,41,0,0,0,0,4,0
Graduation,Single,37244.0,1,1,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,428,1,59,45-64,55,30,2,1,1,1,4,0
Graduation,HasPartner,82427.0,0,0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,109,0,48,45-64,1456,1349,0,0,1,1,20,1
2n Cycle,Single,75342.0,0,1,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,419,1,56,45-64,563,537,1,1,0,0,17,2
Graduation,Single,70044.0,0,1,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,496,1,60,45-64,1504,1490,1,1,0,0,22,2
Graduation,Single,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,66,0,47,45-64,564,548,2,1,0,0,17,2
Graduation,HasPartner,77437.0,0,0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,215,0,51,45-64,1125,1096,0,0,1,1,22,1
Graduation,HasPartner,54984.0,0,1,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,36,0,55,45-64,358,352,1,1,1,1,13,2
PhD,HasPartner,42403.0,1,0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,200,0,43,26-44,42,39,1,1,0,0,4,0
Graduation,HasPartner,55761.0,0,1,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,66,0,50,45-64,184,152,1,1,1,1,8,0
Graduation,HasPartner,37292.0,1,0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,437,1,31,26-44,460,394,1,1,0,0,14,2
PhD,Single,45576.0,0,0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,32,0,69,65+,145,120,0,0,0,0,7,0
Graduation,HasPartner,70321.0,0,0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,529,1,67,65+,1376,1185,0,0,0,0,24,1
PhD,Single,58086.0,0,1,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,525,1,45,45-64,792,777,1,1,0,0,21,2
Graduation,HasPartner,81795.0,0,0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,611,1,62,45-64,1382,1294,0,0,0,0,22,1
Basic,HasPartner,28389.0,0,0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,586,1,67,65+,28,20,0,0,0,0,3,0
Master,HasPartner,66835.0,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,274,0,68,65+,1033,892,0,0,0,0,23,1
Graduation,Single,69901.0,0,1,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,396,1,45,45-64,882,733,1,1,0,0,20,2
PhD,HasPartner,80360.0,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,483,1,65,65+,2231,2188,0,0,3,1,13,1
PhD,HasPartner,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,621,1,53,45-64,1101,1080,1,1,1,1,16,2
Graduation,HasPartner,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,655,1,40,26-44,369,263,1,1,0,0,11,2
2n Cycle,Single,31859.0,1,0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,122,0,34,26-44,48,37,1,1,0,0,4,0
PhD,Single,51569.0,0,1,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,502,1,65,65+,467,433,1,1,1,1,15,2
Graduation,Single,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,551,1,43,26-44,44,37,2,1,0,0,5,0
Basic,Single,16014.0,1,1,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,469,1,35,26-44,38,31,2,1,0,0,6,0
Graduation,HasPartner,41120.0,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,235,0,46,45-64,81,57,2,1,0,0,6,0
Master,Single,39763.0,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,329,0,43,26-44,167,151,1,1,0,0,8,0
PhD,HasPartner,38725.0,1,1,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,50,0,59,45-64,45,40,2,1,0,0,5,0
Graduation,HasPartner,77981.0,1,0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,399,1,42,26-44,664,604,1,1,0,0,18,2
2n Cycle,HasPartner,62905.0,0,1,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,292,0,50,45-64,622,563,1,1,0,0,17,2
2n Cycle,Single,13533.0,1,0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,476,1,35,26-44,48,31,1,1,0,0,5,0
Graduation,HasPartner,59481.0,0,1,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,249,0,39,26-44,461,403,1,1,0,0,14,2
Graduation,HasPartner,72117.0,0,1,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,313,0,37,26-44,1073,1023,1,1,0,0,25,1
2n Cycle,HasPartner,21955.0,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,295,0,28,26-44,55,44,1,1,0,0,6,0
Graduation,HasPartner,67131.0,0,1,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,460,1,58,45-64,976,914,1,1,0,0,23,2
PhD,Single,36802.0,1,0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,13,0,34,26-44,20,19,1,1,0,0,4,0
Graduation,HasPartner,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,417,1,32,26-44,1149,1117,0,0,0,0,16,1
Basic,HasPartner,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,14,0,53,45-64,43,33,0,0,0,0,5,0
Master,HasPartner,47808.0,0,1,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,252,0,39,26-44,224,152,1,1,1,1,8,0
PhD,Single,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,649,1,40,26-44,101,90,1,1,0,0,6,0
PhD,HasPartner,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,437,1,68,65+,209,185,0,0,0,0,9,2
Graduation,Single,70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,632,1,29,26-44,968,942,0,0,0,0,20,1
PhD,HasPartner,85431.0,0,0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,386,1,62,45-64,1165,1112,0,0,0,0,16,1
Graduation,HasPartner,42664.0,0,1,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,103,0,47,45-64,24,24,1,1,0,0,4,0
Graduation,HasPartner,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,608,1,59,45-64,252,252,2,1,0,0,11,2
Graduation,Single,29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,669,1,29,26-44,165,148,1,1,0,0,8,0
PhD,HasPartner,28973.0,0,0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,624,1,37,26-44,269,257,0,0,0,0,11,0
PhD,HasPartner,39435.0,1,0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,327,0,41,26-44,102,89,1,1,0,0,6,0
2n Cycle,HasPartner,65370.0,0,0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,332,0,30,26-44,461,432,0,0,0,0,18,1
Basic,Single,20194.0,1,0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,559,1,35,26-44,47,32,1,1,0,0,5,0
PhD,Single,42473.0,1,1,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,132,0,38,26-44,144,119,2,1,0,0,7,0
Graduation,HasPartner,64590.0,0,0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,623,1,46,45-64,1338,1308,0,0,0,0,23,1
Graduation,HasPartner,71232.0,0,1,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,213,0,55,45-64,917,900,1,1,0,0,23,2
Graduation,HasPartner,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,544,1,43,26-44,318,303,2,1,0,0,12,2
Graduation,Single,46904.0,1,1,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,603,1,47,45-64,253,222,2,1,0,0,10,2
Graduation,HasPartner,49094.0,0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,646,1,41,26-44,502,433,1,1,0,0,15,2
Graduation,HasPartner,36075.0,1,0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,202,0,31,26-44,119,89,1,1,0,0,6,0
2n Cycle,HasPartner,60839.0,1,1,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,670,1,35,26-44,1250,1122,2,1,0,0,16,2
Graduation,HasPartner,77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,239,0,35,26-44,969,890,1,1,0,0,23,1
Graduation,HasPartner,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,328,0,64,45-64,76,59,2,1,0,0,6,0
PhD,Single,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,78,0,51,45-64,62,61,2,1,0,0,5,0
2n Cycle,HasPartner,82122.0,0,0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,318,0,52,45-64,1382,1282,0,0,1,1,25,1
Graduation,Single,37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,142,0,38,26-44,84,76,1,1,0,0,6,0
Graduation,HasPartner,34074.0,1,1,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,351,0,62,45-64,255,188,2,1,1,1,9,2
Master,HasPartner,28520.0,1,1,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,380,1,54,45-64,43,23,2,1,0,0,4,0
Graduation,Single,62535.0,0,1,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,269,0,59,45-64,398,346,1,1,0,0,13,2
Master,Single,36273.0,1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,74,0,37,26-44,76,67,1,1,0,0,6,0
Graduation,HasPartner,63404.0,0,2,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,23,0,50,45-64,902,885,2,1,1,1,13,2
2n Cycle,HasPartner,75774.0,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,58,0,33,26-44,823,767,1,1,0,0,20,1
Graduation,HasPartner,78416.0,0,1,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,2,0,38,26-44,1179,996,1,1,0,0,24,1
Graduation,HasPartner,75702.0,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,623,1,40,26-44,1921,1884,1,1,1,1,28,1
Master,HasPartner,59385.0,1,1,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,427,1,63,45-64,185,149,2,1,0,0,8,0
Graduation,Single,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,466,1,48,45-64,433,394,2,1,0,0,14,2
Graduation,HasPartner,44689.0,1,1,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,170,0,63,45-64,34,23,2,1,1,1,4,0
Graduation,HasPartner,53977.0,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,386,1,56,45-64,907,825,1,1,0,0,22,2
PhD,Single,7144.0,0,2,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,204,0,48,45-64,416,125,2,1,0,0,25,2
Graduation,Single,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,390,1,50,45-64,44,34,2,1,0,0,6,0
Graduation,HasPartner,90369.0,0,0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,62,0,58,45-64,1588,1571,0,0,0,0,16,1
PhD,Single,63159.0,0,0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,601,1,40,26-44,1797,1760,0,0,1,1,16,1
Graduation,HasPartner,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,633,1,48,45-64,40,39,2,1,0,0,4,0
PhD,Single,46757.0,0,1,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,590,1,51,45-64,1143,1021,1,1,0,0,15,2
Master,HasPartner,79734.0,0,0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,1,0,45,45-64,914,897,0,0,1,1,13,1
Graduation,HasPartner,63207.0,0,0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,525,1,22,18-25,1502,1432,0,0,1,1,11,1
Graduation,Single,72071.0,0,1,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,500,1,60,45-64,1338,1188,1,1,0,0,17,1
PhD,HasPartner,21840.0,1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,343,0,31,26-44,27,26,1,1,0,0,4,0
2n Cycle,HasPartner,58582.0,0,1,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,274,0,32,26-44,763,721,1,1,1,1,20,2
Graduation,Single,72282.0,0,0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,345,0,63,45-64,1331,1178,0,0,0,0,21,1
Graduation,HasPartner,50387.0,0,2,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,302,0,58,45-64,525,491,2,1,0,0,16,2
PhD,HasPartner,32583.0,1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,14,0,53,45-64,9,8,2,1,0,0,3,0
Graduation,HasPartner,62568.0,0,1,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,83,0,52,45-64,953,892,1,1,1,1,13,2
Master,Single,44635.0,1,1,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,261,0,43,26-44,68,65,2,1,0,0,5,0
Master,Single,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,268,0,43,26-44,131,119,2,1,0,0,7,0
Graduation,HasPartner,63967.0,0,1,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,324,0,46,45-64,882,720,1,1,0,0,20,1
2n Cycle,HasPartner,52513.0,0,0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,663,1,36,26-44,1149,917,0,0,0,0,23,1
Graduation,HasPartner,25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,287,0,45,45-64,37,28,1,1,0,0,4,0
PhD,Single,54111.0,0,1,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,308,0,49,45-64,388,338,1,1,0,0,13,2
Graduation,HasPartner,78394.0,0,0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,499,1,28,26-44,1428,1262,0,0,0,0,15,1
Master,HasPartner,80739.0,0,0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,402,1,56,45-64,1633,1541,0,0,0,0,23,1
Master,HasPartner,22669.0,1,0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,403,1,39,26-44,173,125,1,1,0,0,7,0
Graduation,Single,29236.0,1,0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,264,0,27,26-44,99,90,1,1,0,0,7,0
Graduation,HasPartner,44911.0,0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,471,1,55,45-64,215,184,1,1,0,0,9,2
PhD,HasPartner,54693.0,0,1,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,497,1,52,45-64,929,894,1,1,0,0,23,2
Graduation,HasPartner,48186.0,1,0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,101,0,40,26-44,219,185,1,1,0,0,9,2
Graduation,HasPartner,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,291,0,37,26-44,174,152,2,1,0,0,8,2
Graduation,HasPartner,41580.0,1,1,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,566,1,36,26-44,92,89,2,1,0,0,6,0
PhD,HasPartner,80336.0,0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,293,0,44,26-44,1052,986,0,0,0,0,24,1
